<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
SBERP;10;23/05/18;13:30;195.5400000
SBERP;10;23/05/18;13:40;195.3900000
SBERP;10;23/05/18;13:50;195.4200000
SBERP;10;23/05/18;14:00;195.2700000
SBERP;10;23/05/18;14:10;195.1000000
SBERP;10;23/05/18;14:20;195.0200000
SBERP;10;23/05/18;14:30;195.2100000
SBERP;10;23/05/18;14:40;195.0000000
SBERP;10;23/05/18;14:50;194.9000000
SBERP;10;23/05/18;15:00;195.0000000
SBERP;10;23/05/18;15:10;195.1400000
SBERP;10;23/05/18;15:20;195.7300000
SBERP;10;23/05/18;15:30;195.7200000
SBERP;10;23/05/18;15:40;195.7200000
SBERP;10;23/05/18;15:50;195.6000000
SBERP;10;23/05/18;16:00;195.6200000
SBERP;10;23/05/18;16:10;195.4400000
SBERP;10;23/05/18;16:20;195.5700000
SBERP;10;23/05/18;16:30;195.0300000
SBERP;10;23/05/18;16:40;195.2300000
SBERP;10;23/05/18;16:50;195.1700000
SBERP;10;23/05/18;17:00;195.2600000
SBERP;10;23/05/18;17:10;195.2400000
SBERP;10;23/05/18;17:20;195.3500000
SBERP;10;23/05/18;17:30;195.3800000
SBERP;10;23/05/18;17:40;195.2000000
SBERP;10;23/05/18;17:50;195.2900000
SBERP;10;23/05/18;18:00;195.3000000
SBERP;10;23/05/18;18:10;195.4000000
SBERP;10;23/05/18;18:20;195.5000000
SBERP;10;23/05/18;18:30;195.6700000
SBERP;10;23/05/18;18:40;195.3300000
SBERP;10;23/05/18;18:50;195.2900000
SBERP;10;24/05/18;10:10;196.0800000
SBERP;10;24/05/18;10:20;195.9400000
SBERP;10;24/05/18;10:30;195.4700000
SBERP;10;24/05/18;10:40;196.1000000
SBERP;10;24/05/18;10:50;196.2300000
SBERP;10;24/05/18;11:00;196.3400000
SBERP;10;24/05/18;11:10;196.5400000
SBERP;10;24/05/18;11:20;196.8000000
SBERP;10;24/05/18;11:30;197.0300000
SBERP;10;24/05/18;11:40;197.5000000
SBERP;10;24/05/18;11:50;197.2900000
SBERP;10;24/05/18;12:00;197.2000000
SBERP;10;24/05/18;12:10;197.1200000
SBERP;10;24/05/18;12:20;197.0600000
SBERP;10;24/05/18;12:30;196.8100000
SBERP;10;24/05/18;12:40;196.5000000
SBERP;10;24/05/18;12:50;196.5400000
SBERP;10;24/05/18;13:00;196.2100000
SBERP;10;24/05/18;13:10;196.5600000
SBERP;10;24/05/18;13:20;196.9600000
SBERP;10;24/05/18;13:30;196.5700000
SBERP;10;24/05/18;13:40;196.5100000
SBERP;10;24/05/18;13:50;196.2400000
SBERP;10;24/05/18;14:00;196.4700000
SBERP;10;24/05/18;14:10;196.7100000
SBERP;10;24/05/18;14:20;196.3400000
SBERP;10;24/05/18;14:30;196.3500000
SBERP;10;24/05/18;14:40;196.3700000
SBERP;10;24/05/18;14:50;196.1200000
SBERP;10;24/05/18;15:00;196.2000000
SBERP;10;24/05/18;15:10;196.2000000
SBERP;10;24/05/18;15:20;196.1200000
SBERP;10;24/05/18;15:30;196.1200000
SBERP;10;24/05/18;15:40;196.1400000
SBERP;10;24/05/18;15:50;196.2000000
SBERP;10;24/05/18;16:00;195.9900000
SBERP;10;24/05/18;16:10;196.0300000
SBERP;10;24/05/18;16:20;196.2700000
SBERP;10;24/05/18;16:30;196.6800000
SBERP;10;24/05/18;16:40;196.6800000
SBERP;10;24/05/18;16:50;196.5600000
SBERP;10;24/05/18;17:00;196.5500000
SBERP;10;24/05/18;17:10;196.6100000
SBERP;10;24/05/18;17:20;197.0800000
SBERP;10;24/05/18;17:30;197.0600000
SBERP;10;24/05/18;17:40;196.3600000
SBERP;10;24/05/18;17:50;196.6400000
SBERP;10;24/05/18;18:00;196.4800000
SBERP;10;24/05/18;18:10;196.7700000
SBERP;10;24/05/18;18:20;196.7600000
SBERP;10;24/05/18;18:30;196.8000000
SBERP;10;24/05/18;18:40;196.7500000
SBERP;10;24/05/18;18:50;196.7000000
SBERP;10;25/05/18;10:10;196.7700000
SBERP;10;25/05/18;10:20;196.4000000
SBERP;10;25/05/18;10:30;196.7100000
SBERP;10;25/05/18;10:40;196.6100000
SBERP;10;25/05/18;10:50;196.5900000
SBERP;10;25/05/18;11:00;196.6100000
SBERP;10;25/05/18;11:10;196.9500000
SBERP;10;25/05/18;11:20;196.8700000
SBERP;10;25/05/18;11:30;196.8900000
SBERP;10;25/05/18;11:40;196.8200000
SBERP;10;25/05/18;11:50;196.9800000
SBERP;10;25/05/18;12:00;197.1900000
SBERP;10;25/05/18;12:10;197.0900000
SBERP;10;25/05/18;12:20;197.1100000
SBERP;10;25/05/18;12:30;197.6800000
SBERP;10;25/05/18;12:40;197.5500000
SBERP;10;25/05/18;12:50;197.7400000
SBERP;10;25/05/18;13:00;197.0100000
SBERP;10;25/05/18;13:10;196.6000000
SBERP;10;25/05/18;13:20;196.5100000
SBERP;10;25/05/18;13:30;196.7400000
SBERP;10;25/05/18;13:40;196.7500000
SBERP;10;25/05/18;13:50;196.8700000
SBERP;10;25/05/18;14:00;197.2200000
SBERP;10;25/05/18;14:10;196.7400000
SBERP;10;25/05/18;14:20;196.5700000
SBERP;10;25/05/18;14:30;196.0100000
SBERP;10;25/05/18;14:40;196.1000000
SBERP;10;25/05/18;14:50;196.2000000
SBERP;10;25/05/18;15:00;196.1600000
SBERP;10;25/05/18;15:10;196.1700000
SBERP;10;25/05/18;15:20;196.1200000
SBERP;10;25/05/18;15:30;196.0000000
SBERP;10;25/05/18;15:40;196.0300000
SBERP;10;25/05/18;15:50;195.9900000
SBERP;10;25/05/18;16:00;195.6200000
SBERP;10;25/05/18;16:10;195.7700000
SBERP;10;25/05/18;16:20;195.6800000
SBERP;10;25/05/18;16:30;195.6200000
SBERP;10;25/05/18;16:40;195.8900000
SBERP;10;25/05/18;16:50;195.8700000
SBERP;10;25/05/18;17:00;195.9700000
SBERP;10;25/05/18;17:10;196.2100000
SBERP;10;25/05/18;17:20;196.0500000
SBERP;10;25/05/18;17:30;196.1300000
SBERP;10;25/05/18;17:40;196.6000000
SBERP;10;25/05/18;17:50;196.7000000
SBERP;10;25/05/18;18:00;196.7000000
SBERP;10;25/05/18;18:10;196.7700000
SBERP;10;25/05/18;18:20;196.7000000
SBERP;10;25/05/18;18:30;196.2800000
SBERP;10;25/05/18;18:40;196.7000000
SBERP;10;25/05/18;18:50;196.0300000
SBERP;10;28/05/18;10:10;196.1300000
SBERP;10;28/05/18;10:20;197.0300000
SBERP;10;28/05/18;10:30;196.9800000
SBERP;10;28/05/18;10:40;197.0300000
SBERP;10;28/05/18;10:50;196.9600000
SBERP;10;28/05/18;11:00;197.2300000
SBERP;10;28/05/18;11:10;197.5900000
SBERP;10;28/05/18;11:20;197.3200000
SBERP;10;28/05/18;11:30;197.4700000
SBERP;10;28/05/18;11:40;197.5400000
SBERP;10;28/05/18;11:50;197.0700000
SBERP;10;28/05/18;12:00;197.3600000
SBERP;10;28/05/18;12:10;196.9800000
SBERP;10;28/05/18;12:20;196.9500000
SBERP;10;28/05/18;12:30;196.6500000
SBERP;10;28/05/18;12:40;196.5300000
SBERP;10;28/05/18;12:50;196.7300000
SBERP;10;28/05/18;13:00;196.5600000
SBERP;10;28/05/18;13:10;196.4800000
SBERP;10;28/05/18;13:20;196.5000000
SBERP;10;28/05/18;13:30;196.6700000
SBERP;10;28/05/18;13:40;196.6800000
SBERP;10;28/05/18;13:50;196.9700000
SBERP;10;28/05/18;14:00;196.8700000
SBERP;10;28/05/18;14:10;197.1600000
SBERP;10;28/05/18;14:20;197.2400000
SBERP;10;28/05/18;14:30;197.3000000
SBERP;10;28/05/18;14:40;197.1600000
SBERP;10;28/05/18;14:50;197.0400000
SBERP;10;28/05/18;15:00;197.0000000
SBERP;10;28/05/18;15:10;196.7400000
SBERP;10;28/05/18;15:20;196.9800000
SBERP;10;28/05/18;15:30;196.8900000
SBERP;10;28/05/18;15:40;197.0000000
SBERP;10;28/05/18;15:50;196.9800000
SBERP;10;28/05/18;16:00;196.6900000
SBERP;10;28/05/18;16:10;196.8900000
SBERP;10;28/05/18;16:20;196.6000000
SBERP;10;28/05/18;16:30;196.5000000
SBERP;10;28/05/18;16:40;196.6100000
SBERP;10;28/05/18;16:50;196.7200000
SBERP;10;28/05/18;17:00;196.7600000
SBERP;10;28/05/18;17:10;196.6100000
SBERP;10;28/05/18;17:20;196.5400000
SBERP;10;28/05/18;17:30;196.4200000
SBERP;10;28/05/18;17:40;196.6600000
SBERP;10;28/05/18;17:50;196.9000000
SBERP;10;28/05/18;18:00;196.8200000
SBERP;10;28/05/18;18:10;196.9000000
SBERP;10;28/05/18;18:20;196.8200000
SBERP;10;28/05/18;18:30;196.7000000
SBERP;10;28/05/18;18:40;196.9800000
SBERP;10;28/05/18;18:50;197.0000000
SBERP;10;29/05/18;10:10;197.0100000
SBERP;10;29/05/18;10:20;196.7800000
SBERP;10;29/05/18;10:30;196.6900000
SBERP;10;29/05/18;10:40;196.4300000
SBERP;10;29/05/18;10:50;196.4200000
SBERP;10;29/05/18;11:00;195.9400000
SBERP;10;29/05/18;11:10;195.1900000
SBERP;10;29/05/18;11:20;195.4000000
SBERP;10;29/05/18;11:30;194.1800000
SBERP;10;29/05/18;11:40;194.4900000
SBERP;10;29/05/18;11:50;193.5300000
SBERP;10;29/05/18;12:00;193.4200000
SBERP;10;29/05/18;12:10;193.8800000
SBERP;10;29/05/18;12:20;194.0100000
SBERP;10;29/05/18;12:30;193.9300000
SBERP;10;29/05/18;12:40;193.6600000
SBERP;10;29/05/18;12:50;193.6100000
SBERP;10;29/05/18;13:00;193.9900000
SBERP;10;29/05/18;13:10;193.8900000
SBERP;10;29/05/18;13:20;194.1500000
SBERP;10;29/05/18;13:30;194.2100000
SBERP;10;29/05/18;13:40;194.1800000
SBERP;10;29/05/18;13:50;194.1300000
SBERP;10;29/05/18;14:00;194.1100000
SBERP;10;29/05/18;14:10;193.8000000
SBERP;10;29/05/18;14:20;193.8800000
SBERP;10;29/05/18;14:30;194.0900000
SBERP;10;29/05/18;14:40;194.2800000
SBERP;10;29/05/18;14:50;194.7900000
SBERP;10;29/05/18;15:00;194.5900000
SBERP;10;29/05/18;15:10;194.6200000
SBERP;10;29/05/18;15:20;194.5100000
SBERP;10;29/05/18;15:30;194.8000000
SBERP;10;29/05/18;15:40;194.6100000
SBERP;10;29/05/18;15:50;194.7000000
SBERP;10;29/05/18;16:00;194.9300000
SBERP;10;29/05/18;16:10;194.7900000
SBERP;10;29/05/18;16:20;194.7800000
SBERP;10;29/05/18;16:30;194.8900000
SBERP;10;29/05/18;16:40;194.6500000
SBERP;10;29/05/18;16:50;194.7000000
SBERP;10;29/05/18;17:00;194.8600000
SBERP;10;29/05/18;17:10;195.0000000
SBERP;10;29/05/18;17:20;195.0000000
SBERP;10;29/05/18;17:30;195.1900000
SBERP;10;29/05/18;17:40;194.9700000
SBERP;10;29/05/18;17:50;195.0500000
SBERP;10;29/05/18;18:00;194.8900000
SBERP;10;29/05/18;18:10;194.8400000
SBERP;10;29/05/18;18:20;194.8000000
SBERP;10;29/05/18;18:30;194.5000000
SBERP;10;29/05/18;18:40;193.8500000
SBERP;10;29/05/18;18:50;193.8000000
SBERP;10;30/05/18;10:10;193.6700000
SBERP;10;30/05/18;10:20;193.8800000
SBERP;10;30/05/18;10:30;193.9000000
SBERP;10;30/05/18;10:40;194.7600000
SBERP;10;30/05/18;10:50;195.5000000
SBERP;10;30/05/18;11:00;195.4200000
SBERP;10;30/05/18;11:10;195.8100000
SBERP;10;30/05/18;11:20;196.2700000
SBERP;10;30/05/18;11:30;195.7400000
SBERP;10;30/05/18;11:40;195.7000000
SBERP;10;30/05/18;11:50;195.1100000
SBERP;10;30/05/18;12:00;195.3900000
SBERP;10;30/05/18;12:10;195.2900000
SBERP;10;30/05/18;12:20;195.1400000
SBERP;10;30/05/18;12:30;195.1400000
SBERP;10;30/05/18;12:40;194.7100000
SBERP;10;30/05/18;12:50;194.5400000
SBERP;10;30/05/18;13:00;194.7000000
SBERP;10;30/05/18;13:10;194.2400000
SBERP;10;30/05/18;13:20;193.8400000
SBERP;10;30/05/18;13:30;194.1000000
SBERP;10;30/05/18;13:40;194.3800000
SBERP;10;30/05/18;13:50;194.0400000
SBERP;10;30/05/18;14:00;194.0300000
SBERP;10;30/05/18;14:10;194.2600000
SBERP;10;30/05/18;14:20;194.3500000
SBERP;10;30/05/18;14:30;194.2600000
SBERP;10;30/05/18;14:40;194.5900000
SBERP;10;30/05/18;14:50;194.6100000
SBERP;10;30/05/18;15:00;194.6800000
SBERP;10;30/05/18;15:10;195.1900000
SBERP;10;30/05/18;15:20;195.5600000
SBERP;10;30/05/18;15:30;195.5100000
SBERP;10;30/05/18;15:40;195.2900000
SBERP;10;30/05/18;15:50;195.0500000
SBERP;10;30/05/18;16:00;194.6700000
SBERP;10;30/05/18;16:10;194.2300000
SBERP;10;30/05/18;16:20;194.8700000
SBERP;10;30/05/18;16:30;194.9100000
SBERP;10;30/05/18;16:40;195.0500000
SBERP;10;30/05/18;16:50;194.8900000
SBERP;10;30/05/18;17:00;194.6900000
SBERP;10;30/05/18;17:10;194.6500000
SBERP;10;30/05/18;17:20;194.5700000
SBERP;10;30/05/18;17:30;194.7900000
SBERP;10;30/05/18;17:40;194.6600000
SBERP;10;30/05/18;17:50;194.6900000
SBERP;10;30/05/18;18:00;194.8800000
SBERP;10;30/05/18;18:10;195.1400000
SBERP;10;30/05/18;18:20;195.2000000
SBERP;10;30/05/18;18:30;195.3100000
SBERP;10;30/05/18;18:40;195.4100000
SBERP;10;30/05/18;18:50;195.5000000
SBERP;10;31/05/18;10:10;195.9300000
SBERP;10;31/05/18;10:20;196.4700000
SBERP;10;31/05/18;10:30;196.3300000
SBERP;10;31/05/18;10:40;196.6800000
SBERP;10;31/05/18;10:50;196.5400000
SBERP;10;31/05/18;11:00;196.8000000
SBERP;10;31/05/18;11:10;196.3600000
SBERP;10;31/05/18;11:20;196.7400000
SBERP;10;31/05/18;11:30;196.6000000
SBERP;10;31/05/18;11:40;196.2800000
SBERP;10;31/05/18;11:50;196.3900000
SBERP;10;31/05/18;12:00;196.5200000
SBERP;10;31/05/18;12:10;196.3400000
SBERP;10;31/05/18;12:20;196.3600000
SBERP;10;31/05/18;12:30;196.6700000
SBERP;10;31/05/18;12:40;196.4400000
SBERP;10;31/05/18;12:50;196.3900000
SBERP;10;31/05/18;13:00;195.9100000
SBERP;10;31/05/18;13:10;195.8900000
SBERP;10;31/05/18;13:20;196.0300000
SBERP;10;31/05/18;13:30;196.1500000
SBERP;10;31/05/18;13:40;196.3900000
SBERP;10;31/05/18;13:50;196.7000000
SBERP;10;31/05/18;14:00;196.6400000
SBERP;10;31/05/18;14:10;196.6300000
SBERP;10;31/05/18;14:20;196.5000000
SBERP;10;31/05/18;14:30;196.3200000
SBERP;10;31/05/18;14:40;196.1100000
SBERP;10;31/05/18;14:50;196.1800000
SBERP;10;31/05/18;15:00;196.3200000
SBERP;10;31/05/18;15:10;196.4000000
SBERP;10;31/05/18;15:20;196.3500000
SBERP;10;31/05/18;15:30;196.3500000
SBERP;10;31/05/18;15:40;196.3100000
SBERP;10;31/05/18;15:50;196.2900000
SBERP;10;31/05/18;16:00;196.0800000
SBERP;10;31/05/18;16:10;195.8000000
SBERP;10;31/05/18;16:20;195.7900000
SBERP;10;31/05/18;16:30;196.1700000
SBERP;10;31/05/18;16:40;196.0200000
SBERP;10;31/05/18;16:50;196.2800000
SBERP;10;31/05/18;17:00;196.0600000
SBERP;10;31/05/18;17:10;196.0000000
SBERP;10;31/05/18;17:20;196.2900000
SBERP;10;31/05/18;17:30;196.0700000
SBERP;10;31/05/18;17:40;195.9200000
SBERP;10;31/05/18;17:50;195.4800000
SBERP;10;31/05/18;18:00;195.3400000
SBERP;10;31/05/18;18:10;195.5400000
SBERP;10;31/05/18;18:20;195.7500000
SBERP;10;31/05/18;18:30;195.6100000
SBERP;10;31/05/18;18:40;196.1100000
SBERP;10;31/05/18;18:50;196.0000000
SBERP;10;01/06/18;10:10;196.0000000
SBERP;10;01/06/18;10:20;196.2400000
SBERP;10;01/06/18;10:30;196.2900000
SBERP;10;01/06/18;10:40;196.1700000
SBERP;10;01/06/18;10:50;196.1000000
SBERP;10;01/06/18;11:00;196.1100000
SBERP;10;01/06/18;11:10;196.4900000
SBERP;10;01/06/18;11:20;196.5000000
SBERP;10;01/06/18;11:30;196.2700000
SBERP;10;01/06/18;11:40;196.2600000
SBERP;10;01/06/18;11:50;196.3600000
SBERP;10;01/06/18;12:00;196.1500000
SBERP;10;01/06/18;12:10;196.3000000
SBERP;10;01/06/18;12:20;196.0400000
SBERP;10;01/06/18;12:30;196.2200000
SBERP;10;01/06/18;12:40;196.3300000
SBERP;10;01/06/18;12:50;195.8600000
SBERP;10;01/06/18;13:00;196.0000000
SBERP;10;01/06/18;13:10;195.9200000
SBERP;10;01/06/18;13:20;195.5400000
SBERP;10;01/06/18;13:30;195.4900000
SBERP;10;01/06/18;13:40;195.1100000
SBERP;10;01/06/18;13:50;195.4500000
SBERP;10;01/06/18;14:00;195.4000000
SBERP;10;01/06/18;14:10;195.1600000
SBERP;10;01/06/18;14:20;195.3000000
SBERP;10;01/06/18;14:30;195.3600000
SBERP;10;01/06/18;14:40;195.3500000
SBERP;10;01/06/18;14:50;195.4400000
SBERP;10;01/06/18;15:00;195.4100000
SBERP;10;01/06/18;15:10;195.4400000
SBERP;10;01/06/18;15:20;195.2900000
SBERP;10;01/06/18;15:30;195.2000000
SBERP;10;01/06/18;15:40;195.5000000
SBERP;10;01/06/18;15:50;195.2400000
SBERP;10;01/06/18;16:00;195.4900000
SBERP;10;01/06/18;16:10;195.7000000
SBERP;10;01/06/18;16:20;195.6800000
SBERP;10;01/06/18;16:30;195.7600000
SBERP;10;01/06/18;16:40;195.9000000
SBERP;10;01/06/18;16:50;195.9200000
SBERP;10;01/06/18;17:00;196.0800000
SBERP;10;01/06/18;17:10;196.3900000
SBERP;10;01/06/18;17:20;196.2200000
SBERP;10;01/06/18;17:30;196.4200000
SBERP;10;01/06/18;17:40;196.4600000
SBERP;10;01/06/18;17:50;196.3000000
SBERP;10;01/06/18;18:00;196.3500000
SBERP;10;01/06/18;18:10;196.3100000
SBERP;10;01/06/18;18:20;196.3000000
SBERP;10;01/06/18;18:30;196.4000000
SBERP;10;01/06/18;18:40;196.3400000
SBERP;10;01/06/18;18:50;196.0200000
SBERP;10;04/06/18;10:10;196.8500000
SBERP;10;04/06/18;10:20;197.4900000
SBERP;10;04/06/18;10:30;197.3800000
SBERP;10;04/06/18;10:40;197.7000000
SBERP;10;04/06/18;10:50;198.2600000
SBERP;10;04/06/18;11:00;197.6300000
SBERP;10;04/06/18;11:10;197.9800000
SBERP;10;04/06/18;11:20;197.8700000
SBERP;10;04/06/18;11:30;198.0000000
SBERP;10;04/06/18;11:40;197.7500000
SBERP;10;04/06/18;11:50;197.2200000
SBERP;10;04/06/18;12:00;197.5500000
SBERP;10;04/06/18;12:10;197.8100000
SBERP;10;04/06/18;12:20;197.9200000
SBERP;10;04/06/18;12:30;197.8000000
SBERP;10;04/06/18;12:40;197.9300000
SBERP;10;04/06/18;12:50;197.4900000
SBERP;10;04/06/18;13:00;197.7100000
SBERP;10;04/06/18;13:10;197.1800000
SBERP;10;04/06/18;13:20;197.1000000
SBERP;10;04/06/18;13:30;196.8800000
SBERP;10;04/06/18;13:40;197.2500000
SBERP;10;04/06/18;13:50;197.6000000
SBERP;10;04/06/18;14:00;197.5100000
SBERP;10;04/06/18;14:10;197.4300000
SBERP;10;04/06/18;14:20;197.6400000
SBERP;10;04/06/18;14:30;197.4200000
SBERP;10;04/06/18;14:40;197.3000000
SBERP;10;04/06/18;14:50;197.3000000
SBERP;10;04/06/18;15:00;196.9000000
SBERP;10;04/06/18;15:10;197.2200000
SBERP;10;04/06/18;15:20;197.3800000
SBERP;10;04/06/18;15:30;196.7100000
SBERP;10;04/06/18;15:40;196.7100000
SBERP;10;04/06/18;15:50;196.5100000
SBERP;10;04/06/18;16:00;196.5600000
SBERP;10;04/06/18;16:10;195.6200000
SBERP;10;04/06/18;16:20;196.0000000
SBERP;10;04/06/18;16:30;195.3300000
SBERP;10;04/06/18;16:40;195.5700000
SBERP;10;04/06/18;16:50;196.0000000
SBERP;10;04/06/18;17:00;195.9300000
SBERP;10;04/06/18;17:10;195.8700000
SBERP;10;04/06/18;17:20;195.9300000
SBERP;10;04/06/18;17:30;195.6900000
SBERP;10;04/06/18;17:40;195.8200000
SBERP;10;04/06/18;17:50;195.8500000
SBERP;10;04/06/18;18:00;195.4200000
SBERP;10;04/06/18;18:10;195.4300000
SBERP;10;04/06/18;18:20;195.2600000
SBERP;10;04/06/18;18:30;195.5600000
SBERP;10;04/06/18;18:40;194.9000000
SBERP;10;04/06/18;18:50;195.3900000
SBERP;10;05/06/18;10:10;194.7100000
SBERP;10;05/06/18;10:20;195.1500000
SBERP;10;05/06/18;10:30;195.6500000
SBERP;10;05/06/18;10:40;195.7000000
SBERP;10;05/06/18;10:50;195.3300000
SBERP;10;05/06/18;11:00;195.1700000
SBERP;10;05/06/18;11:10;195.1600000
SBERP;10;05/06/18;11:20;195.2400000
SBERP;10;05/06/18;11:30;195.5400000
SBERP;10;05/06/18;11:40;195.5200000
SBERP;10;05/06/18;11:50;195.4300000
SBERP;10;05/06/18;12:00;195.3000000
SBERP;10;05/06/18;12:10;195.2500000
SBERP;10;05/06/18;12:20;194.6100000
SBERP;10;05/06/18;12:30;194.8600000
SBERP;10;05/06/18;12:40;194.4400000
SBERP;10;05/06/18;12:50;194.0900000
SBERP;10;05/06/18;13:00;194.0000000
SBERP;10;05/06/18;13:10;194.0900000
SBERP;10;05/06/18;13:20;193.9900000
SBERP;10;05/06/18;13:30;194.1400000
SBERP;10;05/06/18;13:40;194.1100000
SBERP;10;05/06/18;13:50;194.3500000
SBERP;10;05/06/18;14:00;194.0200000
SBERP;10;05/06/18;14:10;193.5700000
SBERP;10;05/06/18;14:20;192.2600000
SBERP;10;05/06/18;14:30;192.4700000
SBERP;10;05/06/18;14:40;192.5500000
SBERP;10;05/06/18;14:50;192.1000000
SBERP;10;05/06/18;15:00;192.1000000
SBERP;10;05/06/18;15:10;192.2400000
SBERP;10;05/06/18;15:20;192.4000000
SBERP;10;05/06/18;15:30;193.1300000
SBERP;10;05/06/18;15:40;192.8500000
SBERP;10;05/06/18;15:50;192.6000000
SBERP;10;05/06/18;16:00;192.7900000
SBERP;10;05/06/18;16:10;192.7800000
SBERP;10;05/06/18;16:20;192.7000000
SBERP;10;05/06/18;16:30;192.7300000
SBERP;10;05/06/18;16:40;192.9700000
SBERP;10;05/06/18;16:50;192.8900000
SBERP;10;05/06/18;17:00;192.6700000
SBERP;10;05/06/18;17:10;192.9500000
SBERP;10;05/06/18;17:20;192.6300000
SBERP;10;05/06/18;17:30;192.2000000
SBERP;10;05/06/18;17:40;191.5600000
SBERP;10;05/06/18;17:50;191.7300000
SBERP;10;05/06/18;18:00;191.6400000
SBERP;10;05/06/18;18:10;191.4000000
SBERP;10;05/06/18;18:20;191.4500000
SBERP;10;05/06/18;18:30;191.3100000
SBERP;10;05/06/18;18:40;191.3000000
SBERP;10;05/06/18;18:50;191.3000000
SBERP;10;06/06/18;10:10;192.1600000
SBERP;10;06/06/18;10:20;191.9500000
SBERP;10;06/06/18;10:30;191.8100000
SBERP;10;06/06/18;10:40;191.5300000
SBERP;10;06/06/18;10:50;191.7300000
SBERP;10;06/06/18;11:00;191.8500000
SBERP;10;06/06/18;11:10;191.8000000
SBERP;10;06/06/18;11:20;191.6200000
SBERP;10;06/06/18;11:30;191.5700000
SBERP;10;06/06/18;11:40;192.2000000
SBERP;10;06/06/18;11:50;192.4100000
SBERP;10;06/06/18;12:00;192.4500000
SBERP;10;06/06/18;12:10;192.4800000
SBERP;10;06/06/18;12:20;192.4900000
SBERP;10;06/06/18;12:30;192.0200000
SBERP;10;06/06/18;12:40;192.1900000
SBERP;10;06/06/18;12:50;192.8700000
SBERP;10;06/06/18;13:00;193.2600000
SBERP;10;06/06/18;13:10;193.2100000
SBERP;10;06/06/18;13:20;193.2100000
SBERP;10;06/06/18;13:30;193.2300000
SBERP;10;06/06/18;13:40;193.1000000
SBERP;10;06/06/18;13:50;192.9100000
SBERP;10;06/06/18;14:00;193.0000000
SBERP;10;06/06/18;14:10;192.9400000
SBERP;10;06/06/18;14:20;192.6000000
SBERP;10;06/06/18;14:30;192.5900000
SBERP;10;06/06/18;14:40;192.4900000
SBERP;10;06/06/18;14:50;192.7000000
SBERP;10;06/06/18;15:00;192.7500000
SBERP;10;06/06/18;15:10;192.8900000
SBERP;10;06/06/18;15:20;192.7200000
SBERP;10;06/06/18;15:30;192.5500000
SBERP;10;06/06/18;15:40;192.6100000
SBERP;10;06/06/18;15:50;192.4300000
SBERP;10;06/06/18;16:00;192.1100000
SBERP;10;06/06/18;16:10;191.9000000
SBERP;10;06/06/18;16:20;191.8500000
SBERP;10;06/06/18;16:30;192.0000000
SBERP;10;06/06/18;16:40;192.0600000
SBERP;10;06/06/18;16:50;192.3900000
SBERP;10;06/06/18;17:00;192.3500000
SBERP;10;06/06/18;17:10;192.4100000
SBERP;10;06/06/18;17:20;192.7500000
SBERP;10;06/06/18;17:30;193.1300000
SBERP;10;06/06/18;17:40;192.4200000
SBERP;10;06/06/18;17:50;192.3800000
SBERP;10;06/06/18;18:00;192.6200000
SBERP;10;06/06/18;18:10;192.4500000
SBERP;10;06/06/18;18:20;192.4700000
SBERP;10;06/06/18;18:30;193.0300000
SBERP;10;06/06/18;18:40;193.1000000
SBERP;10;06/06/18;18:50;193.1000000
SBERP;10;07/06/18;10:10;194.7100000
SBERP;10;07/06/18;10:20;194.3200000
SBERP;10;07/06/18;10:30;194.0000000
SBERP;10;07/06/18;10:40;194.3400000
SBERP;10;07/06/18;10:50;194.2700000
SBERP;10;07/06/18;11:00;193.9900000
SBERP;10;07/06/18;11:10;194.2800000
SBERP;10;07/06/18;11:20;194.3100000
SBERP;10;07/06/18;11:30;194.2700000
SBERP;10;07/06/18;11:40;194.3000000
SBERP;10;07/06/18;11:50;194.4000000
SBERP;10;07/06/18;12:00;194.4200000
SBERP;10;07/06/18;12:10;194.4400000
SBERP;10;07/06/18;12:20;194.4700000
SBERP;10;07/06/18;12:30;194.1700000
SBERP;10;07/06/18;12:40;194.0900000
SBERP;10;07/06/18;12:50;193.8300000
SBERP;10;07/06/18;13:00;193.9800000
SBERP;10;07/06/18;13:10;194.0400000
SBERP;10;07/06/18;13:20;194.1000000
SBERP;10;07/06/18;13:30;194.0300000
SBERP;10;07/06/18;13:40;194.2600000
SBERP;10;07/06/18;13:50;194.4200000
SBERP;10;07/06/18;14:00;194.2400000
SBERP;10;07/06/18;14:10;194.2800000
SBERP;10;07/06/18;14:20;194.3500000
SBERP;10;07/06/18;14:30;194.2700000
SBERP;10;07/06/18;14:40;193.9200000
SBERP;10;07/06/18;14:50;194.1200000
SBERP;10;07/06/18;15:00;194.2400000
SBERP;10;07/06/18;15:10;194.1000000
SBERP;10;07/06/18;15:20;194.3700000
SBERP;10;07/06/18;15:30;194.3500000
SBERP;10;07/06/18;15:40;194.6900000
SBERP;10;07/06/18;15:50;194.3800000
SBERP;10;07/06/18;16:00;194.4500000
SBERP;10;07/06/18;16:10;194.6600000
SBERP;10;07/06/18;16:20;194.4700000
SBERP;10;07/06/18;16:30;194.4700000
SBERP;10;07/06/18;16:40;194.0000000
SBERP;10;07/06/18;16:50;193.7600000
SBERP;10;07/06/18;17:00;194.1000000
SBERP;10;07/06/18;17:10;193.9600000
SBERP;10;07/06/18;17:20;194.2500000
